id,name,city,neighborhood,street,street_number,sport_type,is_free,phone,email,description,latitude,longitude,features,photo_urls,rating
689b07a39b17ab014cfd26f8,אולם התעמלות  -  מועדון ויצ"ו רמות אשכול,ירושלים,רמות אשכול,ככר זלמן ארן,5,כדורסל,false,02-5814623,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2729,מגרש כדורסל  -  המכללה הטכנולוגית ''עמל'' ע''ש ליידי דייויס,ירושלים,קריית יובל,זנגויל ישראל,25,כדורסל,false,02-6411090,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd269d,מגרש כללי - בי"ס בית חנינא לבנות,ירושלים,מזרח ירושלים,קצנלסון יצחק,1,כדורסל,false,02-5854642,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd27cb,אולם משולב - בי"ס ברנדט נווה יעקב ממ"ד,ירושלים,נווה יעקב,בלבן מאיר,6,כדורסל,false,02-5833101,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd284d,בית ספר ביכורים,Other City,,הפטמן,6,כדורסל,false,,,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd2797,מגרש משולב - בית הלוחם,ירושלים,מלחה,דרך גן חיות,1,כדורגל,false,02-6750000,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd27a7,מגרש כדורסל  -  גן הפעמון,ירושלים,המושבה הגרמנית,דוד המלך,1,כדורסל,true,,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd285c,ביה"ס אוסישקין,Other City,,שמעון התרסי,31,כדורסל,false,6044362,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd289e,קאנטרי גורן גולדשטיין 1 מגרשים,Other City,8,עמיקם,7,טניס,false,6812158,yerushalmi_l@mail.tel-aviv.gov.il,מגרש טניס,,,,,
689b07a39b17ab014cfd28b4,ביה"ס אלחריזי,Other City,,מגדל שורשן,17,כדורסל,false,6487888,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd28bb,ביה"ס אהבת ציון,Other City,,כהנשטיין,16,כדורסל,false,6055475,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd285e,ביה"ס מירון,Other City,,שלומציון המלכה,65,כדורסל,false,6057379,,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd2899,ביה"ס ויצמן,Other City,,פסטולצקי,34,כדורסל,false,6823450,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd288b,קוסובסקי,Other City,,קוסובסקי,6,כדורגל,true,03-7253830,mandlawy_m@mail.tel-aviv.gov.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd28ee,גן התקוה,Other City,,ההגנה,108,כדורגל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd27f1,סטודיו  -  מנהל קהילתי גוננים,ירושלים,קטמון,אליעזר הגדול,4,כדורסל,false,02-6404888,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd27e5,מגרש כדורסל  -  רמות ב - בי''ס ע''ש יונתן נתניהו,ירושלים,רמות אלון,בובליק גדליה,26,כדורסל,false,02-5861869,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd27ef,אולם כללי  -  מנהל קהילתי גוננים,ירושלים,קטמון,אליעזר הגדול,4,כדורסל,false,02-6404888,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd25b7,פרויד,חיפה,כרמל,פרויד,29,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25fc,אליאנס - כי"ח,חיפה,רמות רמז,דרך בירם,37,כדורסל,false,732608000,Shmulikz@haifa.muni.il,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd261d,הפתוח,חיפה,,,,כדורסל,false,,,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd26af,מגרש כדורגל - בי"ס אטיאס,ירושלים,תלפיות,קדושי בבל,1,כדורסל,true,02-6713922,,מגרש כדורגל - לא תקני,,,,,
689b07a39b17ab014cfd2716,אולם כדורסל  -  מצדה - בי''ס ע''ש אוהב ציון,ירושלים,קטמון,יוחנן בן זכאי,33,כדורסל,false,02-6789282,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2597,שד' אום,חיפה,הדר,שד' אום (הציונות),,טניס,true,,Shmulikz@haifa.muni.il,מגרש טניס,,,,,
689b07a39b17ab014cfd25a9,יזרעאליה,חיפה,נווה שאנן,צ'רניאבסקי,20,כדורסל,false,04-8223923,Shmulikz@haifa.muni.il,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd25e6,החשמונאים,חיפה,,החשמונאים,40,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25f7,מועדון הספורט נו"ש,חיפה,נווה שאנן,דרך יעקב דורי - צמוד לטכניון,,טניס,false,,Shmulikz@haifa.muni.il,מגרש טניס,,,,,
689b07a39b17ab014cfd2614,רוממה,חיפה,רוממה,אורן,27,כדורסל,false,04-8341756,Shmulikz@haifa.muni.il,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd264d,מגרש משולב  -  ספורטכל שיח גראח,ירושלים,מזרח ירושלים,שיח גראח,1,כדורגל,true,02-5321951,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2652,אולם משולב  -  היכל הספורט,ירושלים,קריית יובל,שטרן אברהם,3,כדורסל,true,02-6431331,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2664,מגרש כדורסל  -  נווה יעקב המאוחד בי''ס,ירושלים,נווה יעקב,שדרות נוה יעקב,36,כדורסל,false,02-5833624,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd26a5,מגרש כדורסל - בי"ס גאולים א',ירושלים,בקעה,קיבוץ גלויות,4,כדורסל,true,02-6733879,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd271c,מגרש כדורסל  -  תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,ירושלים,קטמון,יהודה הנשיא,26,כדורסל,false,02-6788422,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd271d,מגרש משולב  -  תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,ירושלים,קטמון,יהודה הנשיא,26,כדורגל,true,02-6788422,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2697,מגרש משולב  -  מרכז קהילתי ע''ש הלנה כגן,ירושלים,קטמון,רבי צדוק,6,כדורגל,true,02-6784871,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2600,הוד הכרמל - מועדון דניה,חיפה,דניה,גרינבוים,18,כדורסל,false,,Shmulikz@haifa.muni.il,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd2642,אולם משולב  -  רמות א - בי''ס ממ''ד,ירושלים,רמות אלון,שירת הים,2,כדורסל,false,02-5863122,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2725,אולם התעמלות - בי"ס אגרון גרשון,ירושלים,קריית יובל,זנגויל ישראל,29,כדורסל,false,02-6411444,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd25ee,עירוני ה',חיפה,כרמל,הביכורים,25,כדורסל,false,04-8353200,Shmulikz@haifa.muni.il,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd25ed,אולם מכבי הר הכרמל,חיפה,כרמל,הביכורים,27,כדורסל,false,04-,Shmulikz@haifa.muni.il,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd262f,מגרש כללי  -  תת לויכטר,ירושלים,בית וגן,תורה ועבודה,5,כדורגל,false,02-6431607,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2793,אולם כללי - בית הלוחם,ירושלים,מלחה,דרך גן חיות,1,כדורסל,false,02-6750000,,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd282b, מגרש כדורסל - קוסטה ריקה,ירושלים,,קוסטה ריקה,25,כדורסל,true,,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd285f,מרכז הספורט הלאומי הדר יוסף,Other City,,שיטרית,,כדורסל,false,6496464,hila@nsc.org.il,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2869,ספורטק צפון - מגרש כדורגל ללא סימון,Other City,כוכב הצפון,שד' רוקח,,כדורסל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש כדורגל - לא תקני,,,,,
689b07a39b17ab014cfd2870,ספורטק צפון - מגרש כדורגל ללא סימון,Other City,כוכב הצפון,שד' רוקח,,כדורסל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש כדורגל - לא תקני,,,,,
689b07a39b17ab014cfd2896,קאנטרי צהלה - 5 מגרשים,Other City,צהלה,אבנר,1,טניס,false,5492722,,מגרש טניס,,,,,
689b07a39b17ab014cfd289f,ביה"ס ניב,Other City,,עמינדב,26,כדורסל,false,5623412,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd275b,מגרש קטרגל  -  הגמנסיה העברית - בירושלים,ירושלים,רחביה,הקרן הקיימת,14,כדורגל,false,02-5635287,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd28bd,מעון יהודי ערבי,Other City,,"יפת 256, יפו",,כדורגל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2901,ביה"ס גמנסיה הרצליה,Other City,,ג'בוטינסקי,106,כדורסל,false,,,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd28f6,פארק וולפפסון,Other City,,דרך הטייסים,,כדורגל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2748,אולם כללי  -  מועדון איגרוף ירושלים,ירושלים,קטמון,הרב חסדא,10,כדורסל,false,02-5856707,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2887,ביה"ס רמת החייל,Other City,,קם,65,כדורסל,false,6476316,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2900,ביה"ס הגליל,Other City,,גבעתי,4,כדורסל,false,7302750,sigalityamin@gmail.com,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2593,מועדון כרמל,חיפה,מרכז הכרמל,שד' הצבי,20,טניס,false,,Shmulikz@haifa.muni.il,מגרש טניס,,,,,
689b07a39b17ab014cfd25e5,המגינים,חיפה,עיר תחתית,המגינים,131,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25f2,בית הלוחם,חיפה,כרמל צרפתי,דרך צרפת,101,כדורסל,false,04-,Shmulikz@haifa.muni.il,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd265d,מגרש כדורעף  -  שועפט - בי''ס לבנות,ירושלים,מזרח ירושלים,שועפט,1,כדורסל,false,02-5814738,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd2696,אולם משולב - בי"ס גבעת גונן,ירושלים,קטמון,רבי צדוק,12,כדורסל,false,02-6791268,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd26d1,אולם כללי  -  מנהל קהילתי גבעת שאול,ירושלים,גבעת שאול,נגארה ישראל,27,כדורסל,false,02-6527507,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd26d2,אולם התעמלות  -  הרובע היהודי,ירושלים,הרובע היהודי,משגב לדך,20,כדורסל,false,02-6283777,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd26f4,מגרש משולב - בית נוער נחלאות,ירושלים,נחלאות,לוד,20,כדורגל,true,02-6241566,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd270b,אולם משולב - בי"ס אולפנה צביה,ירושלים,רוממה,ירמיהו,5,כדורסל,false,02-5380771,,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd272e,אולם ספורט  -  מנהל קהילתי גילה - עדי יפה,ירושלים,גילה,ורדינון,14,כדורסל,false,02-6461111,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2654,מגרש כדורגל  -  מנהל קהילתי שטרן הסנפלד,ירושלים,קריית יובל,שטרן אברהם,3,כדורסל,true,02-6418344,,מגרש כדורגל – 45X90 מ',,,,,
689b07a39b17ab014cfd26fa,מגרש כדורגל  -  מגרש אימון הפועל,ירושלים,רמות אשכול,ככר זלמן ארן,,כדורסל,true,,,מגרש כדורגל – 45X90 מ',,,,,
689b07a39b17ab014cfd272c,אולם התעמלות  -  מנהל קהילתי רוממה,ירושלים,רוממה,זכרון יעקב,5,כדורסל,false,02-5302727,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd26cc,אולם משולב - תיכון רנה קסין,ירושלים,מעלות דפנה,נטר יעקב,1,כדורסל,false,02-5815198,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2644,אולם כללי  -  מינהל קהילתי פסגת זאב,ירושלים,פסגת זאב,שילה,8,כדורסל,false,02-5831456,,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd269c,טניס - אוניברסיטה עין כרם,ירושלים,עין כרם,קרית הדסה,1,טניס,true,02-6585512,,מגרש טניס,,,,,
689b07a39b17ab014cfd2706,מגרש כדורסל - בי"ס אופק,ירושלים,קטמון הישנה,כ"ט בנובמבר,51,כדורסל,true,02-5610444,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd2807,אולם ספורט - בי"ס אחמד סאמח חאלדי,ירושלים,מזרח ירושלים,א טור,1,כדורסל,false,02-6714315,,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd2836, אולם ספורט - סנהדרין,ירושלים,, מנחת יצחק,23,כדורסל,false,,,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd2846, מגרש כדורסל - בי''ס הגימנסיה העברית,ירושלים,,הקרן הקיימת לישראל,14,כדורסל,false,,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd288d,ביה"ס דוד ילין,Other City,,קהילת ורשה,12,כדורסל,false,6478878,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd27ec,מגרש משולב  -  רמות ג - בי''ס,ירושלים,רמות אלון,אסירי ציון,2,כדורגל,true,02-5866661,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd28d2,מגרש כדור סל וקט רגל ביה"ס גמנסיה הרצליה,Other City,,ז'בוטינסקי,106,כדורגל,false,3694002,deganizeev@gymnasia.co.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2747,מגרש משולב  -  קרית נוער ירושלים - בי''ס,ירושלים,בית וגן,הרב פרנק,20,כדורגל,true,02-6441211,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2778,אולם התעמלות  -  גואטמלה - בי''ס,ירושלים,קריית יובל,החרצית,10,כדורסל,false,02-6417487,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd27fa,"מגרש כללי - בית יעקב, עזרת תורה",ירושלים,סנהדריה,אהלי יוסף,15,כדורסל,false,02-5372389,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd2819,מגרש טניס האוניברסיטה העברית גבעת רם,ירושלים,, שדרת המוזיאונים,1,טניס,true,,,מגרש טניס,,,,,
689b07a39b17ab014cfd2861,ביה"ס עירוני יא,Other City,,שטריקר,19,כדורסל,false,6052384,school@yudalef.co.il,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd286d,ספורטק צפון - מגרש כדורגל ללא סימון,Other City,כוכב הצפון,שד' רוקח,,כדורסל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש כדורגל - לא תקני,,,,,
689b07a39b17ab014cfd27ce,אולם ספורט - ביה"ס המסורתי,ירושלים,תלפיות,ביתר,8,כדורסל,false,02-6733407,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2590,ורבורג,חיפה,קריית חיים,שד' וורבורג,94,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25c7,קריית חיים,חיפה,קריית חיים,מאחורי בית נגלר,,טניס,true,,Shmulikz@haifa.muni.il,מגרש טניס,,,,,
689b07a39b17ab014cfd25d2,חוף השנהב,חיפה,דניה,חוף השנהב,38,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25dd,ארלוזרוב,חיפה,קריית חיים,הקיבוצים,65,כדורסל,false,04-8721239,Shmulikz@haifa.muni.il,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd265f,אולם משולב  -  מנהל קהילתי נווה יעקב,ירושלים,נווה יעקב,שדרות נוה יעקב,38,כדורסל,false,02-5834473,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd2661,אולם התעמלות  -  נוות ישראל - תיכון וסמינר חרדי,ירושלים,נווה יעקב,שדרות נוה יעקב,24,כדורסל,false,02-5812816,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd26db,מגרש משולב - בי"ס בית הכרם,ירושלים,"בית הכרם, י. נוף",מעגל בית המדרש,8,כדורגל,true,02-6512155,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2745,מגרש קטרגל  -  קרית נוער ירושלים - בי''ס,ירושלים,בית וגן,הרב פרנק,20,כדורגל,false,02-6441211,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd26c5,מגרש משולב  -  עיסוויה - בי''ס לבנות,ירושלים,מזרח ירושלים,עיסוויה,1,כדורגל,true,02-5826926,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd26a8,מגרש כללי - בי"ס גאולים א',ירושלים,בקעה,קיבוץ גלויות,4,כדורגל,false,02-6733879,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd26d4,מגרש קטרגל  -  גילה ב' - בי''ס,ירושלים,גילה,מרגלית,411,כדורגל,false,02-6761730,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2736,אולם כדורסל  -  סטון דוד - בי"ס,ירושלים,קריית יובל,וולטה העלית,12,כדורסל,false,02-6416757,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd271e,מגרש משולב  -  תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,ירושלים,קטמון,יהודה הנשיא,26,כדורגל,true,02-6788422,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd268a,אולם התעמלות  -  חווה - בי''ס מקצועי,ירושלים,קטמון הישנה,רחל אמנו,27,כדורסל,false,02-5617876,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2737,מגרש משולב  -  סטון דוד - בי"ס,ירושלים,קריית יובל,וולטה העלית,12,כדורגל,true,02-6416757,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2634,"מגרש כללי - בית יעקב, בית וגן",ירושלים,בית וגן,שערי תורה,2,כדורסל,false,02-6412330,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd26ef,אולם משולב  -  דוגמא לבנים - בי''ס ע''ש עוזיאל,ירושלים,רחביה,לוד,20,כדורסל,false,02-6258538,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2645,אולם כללי  -  מינהל קהילתי פסגת זאב,ירושלים,פסגת זאב,שילה,8,כדורסל,false,02-5831456,,אולם ספורט גדול - 45X24 מ',,,,,
689b07a39b17ab014cfd265b,מגרש כדורעף  -  שועפט - בי''ס לבנים,ירושלים,מזרח ירושלים,שועפט,1,כדורסל,false,02-5814737,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd282c, סטודיו - מינהל קהילתי רמת שלמה,ירושלים,, קהילות יעקב,10,כדורסל,false,,,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd289b,ביה"ס צהלה,Other City,,עשהאל,3,כדורסל,false,6472593,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2774,אולם התעמלות  -  הניסויי - בי''ס,ירושלים,מרכז העיר,הלל,30,כדורסל,false,02-6255160,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd27bd,מגרש כדורסל  -  יאנוש קורצאק - בי''ס,ירושלים,הגבעה הצרפתית,בר כוכבא,99,כדורסל,true,02-5818043,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd28bf,הפועל ת"א - מגרש כדורגל 95X58,Other City,וולפסון,יגאל ידין,,כדורסל,false,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,אצטדיון כדורגל – 105X70 מ',,,,,
689b07a39b17ab014cfd28d1,מרכז קהילתי נווה עופר,Other City,,זלמן שזר,12,כדורסל,false,6824293,,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd28e1,גן מאיר,Other City,,המלך ג'ורג',33,כדורגל,true,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd28b7,ביה"ס ארזים,Other City,,לויטן,7,כדורסל,false,6414612,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd27df,אולם כדורסל - חט"ב אורט,ירושלים,קריית משה,בזל,3,כדורסל,false,02-6511557,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd27fd,מגרש משולב  -  רמת מוריה - בי''ס,ירושלים,רמת מוריה,אדם,28,כדורגל,true,02-6719082,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2786,מגרש משולב  -  הרואה - בי''ס ממ''ד,ירושלים,גילה,הגננת,29,כדורגל,true,02-6763580,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd27b8,אולם כללי  -  יאנוש קורצאק - בי''ס,ירושלים,הגבעה הצרפתית,בר כוכבא,99,כדורסל,false,02-5818043,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2746,מגרש משולב  -  קרית נוער ירושלים - בי''ס,ירושלים,בית וגן,הרב פרנק,20,כדורגל,true,02-6441211,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd27f3,מגרש קטרגל 1 - בי"ס אום טובא,ירושלים,מזרח ירושלים,אום טובא,1,כדורסל,false,02-6716122,,מגרש כדורגל - לא תקני,,,,,
689b07a39b17ab014cfd259f,קרן היסוד,חיפה,,קרן היסוד,31,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25af,מרכז עירוני לסיוף,חיפה,קריית אליעזר,צה"ל,16,כדורסל,false,04-8507737,Shmulikz@haifa.muni.il,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd25e0,בי"ס אילנות,חיפה,,הסנה,8,כדורגל,false,,Shmulikz@haifa.muni.il,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd25fb,אצטדיון נו"ש,חיפה,נווה שאנן,דרך דורי,,כדורסל,false,,Shmulikz@haifa.muni.il,אצטדיון כדורגל – 105X70 מ',,,,,
689b07a39b17ab014cfd25ab,בית הפועל,חיפה,הדר,ציפורה זייד,1,כדורסל,false,,Shmulikz@haifa.muni.il,אולם ספורט בינוני – 32x19 מ',,,,,
689b07a39b17ab014cfd25d8,ורדיה,חיפה,ורדיה,ורדיה,12,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd26cf,מגרש משולב - בי"ס בן יהודה מ"מ,ירושלים,תלפיות,נחשון,7,כדורגל,true,02-6732611,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd26e4,אולם משולב  -  גילה א' - בי''ס,ירושלים,גילה,מבוא נטף,4,כדורסל,false,02-6763959,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2592,שד' הציונות,חיפה,הדר,שד' הציונות פינת הילל,,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd2653,אולם כללי  -  מנהל קהילתי שטרן הסנפלד,ירושלים,קריית יובל,שטרן אברהם,3,כדורסל,false,02-6418344,,אולם ספורט קטן – 20x10 מ',,,,,
689b07a39b17ab014cfd2672,טניס  -  רנסנס - מלון,ירושלים,"בית הכרם, י. נוף",שדרות הרצל,,טניס,false,02-6599999,,מגרש טניס,,,,,
689b07a39b17ab014cfd2690,מגרש קטרגל  -  תלפיות מזרח - בי''ס,ירושלים,תלפיות,רזיאל דוד,13,כדורסל,false,02-6717518,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd26aa,מגרש כללי  -  מרכז נוער טכנולוגי,ירושלים,עיר גנים,קוסטה ריקה,15,כדורגל,false,02-6424655,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2701,מגרש כללי - בי"ס בית חינוך עירוני ג',ירושלים,קטמון הישנה,כט בנובמבר,13,כדורגל,true,02-5617711,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd2743,אולם כללי  -  קרית נוער ירושלים - בי''ס,ירושלים,בית וגן,הרב פרנק,20,כדורסל,false,02-6441211,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd25d1,חופית,חיפה,חיפה מערב,חיננית,3,כדורסל,false,04-8597157,Shmulikz@haifa.muni.il,אולם ספורט קטן – 15x24 מ',,,,,
689b07a39b17ab014cfd26d9,"מגרש כללי - בית יעקב, נווה יעקב",ירושלים,נווה יעקב,מעגלות הרב פרדס,39,כדורסל,false,02-5850008,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd26eb,מגרש כדורעף  -  היאט - מלון,ירושלים,הגבעה הצרפתית,לחי,23,כדורסל,false,02-5331204,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd271f,מגרש משולב - בי"ס אפרתה,ירושלים,תלפיות,יהודה,13,כדורגל,true,02-6717893,,מגרש ספורט משולב – 43X32 מ',,,,,
689b07a39b17ab014cfd25c9,כספרי,חיפה,,כספרי,17,כדורסל,true,04-8356823,Shmulikz@haifa.muni.il,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd2693,מגרש כדורסל  -  התיכון ליד האוניברסיטה - בי''ס,ירושלים,גבעת רם,רופין,1,כדורסל,true,,,מגרש כדורסל – 19X32 מ',,,,,
689b07a39b17ab014cfd2708,אולם כדורסל  -  מנהל קהילתי בקעה - מקור חיים,ירושלים,בקעה,יששכר,3,כדורסל,false,02-6733485,,אולם ספורט קטן – 20x10 מ',,,,,
